case_id,document_date,source_type,meeting_id,official_url,local_path,status,retrieved_at,sha256,reason
charlotte_2022_01_20,2020-07-23,procurement_bid_award,20/21-1652LB,https://files.smartsites.parentsquare.com/6026/1652lb%5Fposted%5Ftab.pdf,data/raw/charlotte_2022_01_20/procurement/candidates/20_21-1652LB_1652lb_posted_tab.pdf,accepted,2026-08-28T01:07:35Z,b948be90d2008db4c8de670da90aedc730a788414bbb55ac2f5e2fbc8f1d6481,
charlotte_2022_01_20,2020-07-24,board_agenda_packet,BHVRUM6F0D37,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BHVRUM6F0D37,data/raw/charlotte_2022_01_20/boarddocs/packets/2020-07-24_BHVRUM6F0D37_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:14Z,57934658c40578ed2313565850cd9be0930afaf838414e41173dac08e08626c5,
charlotte_2022_01_20,2020-07-30,budget,2020-21-tentative,https://files.smartsites.parentsquare.com/6026/2020-2021_tentative_budget.pdf,data/raw/charlotte_2022_01_20/budget/2020-2021_tentative_budget.pdf,accepted,2026-08-27T18:52:32Z,39b3c184e13e5f3105e8847ba91a8db5f7a03ac44b3f05b9a4feb90f26d6eba4,
charlotte_2022_01_20,2020-09-10,board_agenda_packet,BHWLZS53E306,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BHWLZS53E306,data/raw/charlotte_2022_01_20/boarddocs/packets/2020-09-10_BHWLZS53E306_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:17Z,0b2326b9525754d2daa403d5d4d38fb6002ecde1b7ab752a2eda3254bf628964,
charlotte_2022_01_20,2020-10-13,board_agenda_packet,BHWM7Q557783,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BHWM7Q557783,data/raw/charlotte_2022_01_20/boarddocs/packets/2020-10-13_BHWM7Q557783_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:18Z,591451005d10f1c7446919ca36438d450906658a30910288426d95be73a3fb4e,
charlotte_2022_01_20,2020-12-08,board_agenda_packet,BUDHWL49BB94,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BUDHWL49BB94,data/raw/charlotte_2022_01_20/boarddocs/packets/2020-12-08_BUDHWL49BB94_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:22Z,57978e20d41cbc0975c39368d9596411a874237e03b8a1d6ba6e373175524f2a,
charlotte_2022_01_20,2021-01-22,procurement_sole_source,20/21-GG,https://files.smartsites.parentsquare.com/6026/2021-gg%5Fsole%5Fsource%5Ffor%5Fwebsite.pdf,data/raw/charlotte_2022_01_20/procurement/sole_source/2021-01-22_20_21-GG_2021-gg_sole_source_for_website.pdf,accepted,2026-08-28T01:08:13Z,067f47aca03fe7e216c1e95b4bcbd5252c460045614cd189660775891917fb8b,
charlotte_2022_01_20,2021-02-09,board_agenda_packet,BVGLSN572ABB,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGLSN572ABB,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-02-09_BVGLSN572ABB_School_Board_Workshop.html,accepted,2026-08-27T18:42:25Z,dc54dfdb3a1f18357512da7b669505cf0e76a8c2f6fa97b833086ecf5c9deee4,
charlotte_2022_01_20,2021-02-09,board_agenda_packet,BVGLTV573FD3,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGLTV573FD3,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-02-09_BVGLTV573FD3_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:25Z,0f3cec46e472f5b1401c432802225b0c4ab0227199966bb5b2ff6caf2193004d,
charlotte_2022_01_20,2021-03-09,board_agenda_packet,BVGM285892F0,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGM285892F0,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-03-09_BVGM285892F0_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:26Z,0fac32a2c0abf510c25bf7a34f51ea246043dc977f363b21e3cc25c2e846131b,
charlotte_2022_01_20,2021-05-11,board_agenda_packet,BVGM9J596566,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGM9J596566,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-05-11_BVGM9J596566_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:30Z,a33e08379a18bb0c6f8097b6056978855901dcd3b4394a6f645dcb8bf5a5d335,
charlotte_2022_01_20,2021-06-15,board_agenda_packet,BVGMBX599AB2,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGMBX599AB2,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-06-15_BVGMBX599AB2_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:30Z,d19fcdce01858134eb6e97cdedba0c8716e54ea1d9af7888198022d8c7c92b6f,
charlotte_2022_01_20,2021-07-17,procurement_sole_source,21/22-L,https://files.smartsites.parentsquare.com/6026/2122-l%5Fsole%5Fsource%5Ffor%5Fwebsite.pdf,data/raw/charlotte_2022_01_20/procurement/sole_source/2021-07-17_21_22-L_2122-l_sole_source_for_website.pdf,accepted,2026-08-28T01:08:06Z,012903ef2511f8644ed0cd407182126c13d779c3cbe3cc5a41194ff91cb56271,
charlotte_2022_01_20,2021-08-03,board_agenda_packet,BVGMMN5A1313,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGMMN5A1313,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-08-03_BVGMMN5A1313_School_Board_Workshop.html,accepted,2026-08-27T18:42:33Z,d6b9b01c5f692e7a4dc01ee1f1b158207d0be1752766fa0a6f3988da5a0ea524,
charlotte_2022_01_20,2021-09-09,board_agenda_packet,BVGMQC5A2D1F,https://go.boarddocs.com/fla/ccpsfl/Board.nsf/Download-AgendaDetailed?open&id=BVGMQC5A2D1F,data/raw/charlotte_2022_01_20/boarddocs/packets/2021-09-09_BVGMQC5A2D1F_Regular_School_Board_Meeting.html,accepted,2026-08-27T18:42:34Z,5743c8a066e4475b31c71e34079dfc754860f40d79aaf918a4aa99ccb148b10e,
