case_id,document_date,source_type,meeting_id,official_url,local_path,status,retrieved_at,sha256,reason
control_alachua_2022_02_16,2020-09-01,board_agenda,C8ZQN869F18B,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZQN869F18B/$file/ag090120.pdf,data/raw/control_alachua/boarddocs/agendas/2020-09-01_C8ZQN869F18B.pdf,accepted,2026-08-28T19:27:17Z,bd4eb972b78ec079ae07e6f28ee913a039f186307acbf72d90343d255579091b,ag090120.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2020-10-06,board_agenda,C8ZQR26A7903,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZQR26A7903/$file/ag100620.pdf,data/raw/control_alachua/boarddocs/agendas/2020-10-06_C8ZQR26A7903.pdf,accepted,2026-08-28T19:27:17Z,15b8b9e3437ee78ab2e655cc885a2555fa847a25d2b2b70f654617530a308c29,ag100620.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2020-11-03,board_agenda,C8ZQY66B2053,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZQY66B2053/$file/ag110320.pdf,data/raw/control_alachua/boarddocs/agendas/2020-11-03_C8ZQY66B2053.pdf,accepted,2026-08-28T19:27:18Z,8e44fc62f6f99f03216540fa3028f2afa8726dd17ea6d0db038f9f70f25217a0,ag110320.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2021-01-19,board_agenda,C8ZSJ3723351,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZSJ3723351/$file/ag011921.pdf,data/raw/control_alachua/boarddocs/agendas/2021-01-19_C8ZSJ3723351.pdf,accepted,2026-08-28T19:27:18Z,44526602d82b2bd2c3cc2aa003c1865221bc857ebb33ba933fcc3908b6f3ca73,ag011921.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2021-03-02,board_agenda,C8ZSTD734C03,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZSTD734C03/$file/ag030221.pdf,data/raw/control_alachua/boarddocs/agendas/2021-03-02_C8ZSTD734C03.pdf,accepted,2026-08-28T19:27:18Z,7e2374c4b3d788357ede8e4a28dc57a3eccb9018f313659b5f16968cf41b20f1,ag030221.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2021-04-20,board_agenda,C8ZSVC73CA93,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZSVC73CA93/$file/ag042021.pdf,data/raw/control_alachua/boarddocs/agendas/2021-04-20_C8ZSVC73CA93.pdf,accepted,2026-08-28T19:27:19Z,0731c2d9580ce23a47f09608af399152972099acbd80468f9104e5d8a5d28bb2,ag042021.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2021-06-15,board_agenda,C8ZT7U74D92C,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZT7U74D92C/$file/ag061521.pdf,data/raw/control_alachua/boarddocs/agendas/2021-06-15_C8ZT7U74D92C.pdf,accepted,2026-08-28T19:27:19Z,f20d8d5ac7b8cb9a720dea78443dec6dcb5da20a90279da32de2ba8f51f3e77e,ag061521.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2021-08-03,board_agenda,C8ZTCA75E466,https://go.boarddocs.com/fl/alaco/Board.nsf/files/C8ZTCA75E466/$file/ag080321.pdf,data/raw/control_alachua/boarddocs/agendas/2021-08-03_C8ZTCA75E466.pdf,accepted,2026-08-28T19:27:20Z,7a1b38a8fc36a257b20a22d77c93279da0a6e0942e3bfc2432ca8a14c7b52f3f,ag080321.pdf; selected by date and source class before content inspection
control_alachua_2022_02_16,2021-09-21,board_agenda,C6HNX661A49D,https://go.boarddocs.com/fl/alaco/Board.nsf/PRINT-AgendaDetailed?open&id=C6HNX661A49D,data/raw/control_alachua/boarddocs/agendas/2021-09-21_C6HNX661A49D.html,accepted,2026-08-28T19:27:20Z,7e572b894cd3f5ca78ffd47a770a0e8825484bd4198c554175546d26a15bf3f2,"School Board of Alachua County, Florida; selected by date and source class before content inspection"
control_alachua_2022_02_16,2021-11-10,board_agenda,C8KJ8V4BF27F,https://go.boarddocs.com/fl/alaco/Board.nsf/PRINT-AgendaDetailed?open&id=C8KJ8V4BF27F,data/raw/control_alachua/boarddocs/agendas/2021-11-10_C8KJ8V4BF27F.html,accepted,2026-08-28T19:27:21Z,6ad8e3a1c7a854bd00c30118dccc22ebc835bfce74d6217686822f7e5a40cc5b,"School Board of Alachua County, Florida; selected by date and source class before content inspection"
control_alachua_2022_02_16,2022-01-05,board_agenda,C9KJA34C2DB6,https://go.boarddocs.com/fl/alaco/Board.nsf/PRINT-AgendaDetailed?open&id=C9KJA34C2DB6,data/raw/control_alachua/boarddocs/agendas/2022-01-05_C9KJA34C2DB6.html,accepted,2026-08-28T19:27:22Z,0febb8c5c5d627b2a0f3cc47f5364acb14023b246bf308620e48eae7947591db,School Board Of Alachua County Workshop; selected by date and source class before content inspection
control_alachua_2022_02_16,2022-02-15,board_agenda,CANS6P6F3456,https://go.boarddocs.com/fl/alaco/Board.nsf/PRINT-AgendaDetailed?open&id=CANS6P6F3456,data/raw/control_alachua/boarddocs/agendas/2022-02-15_CANS6P6F3456.html,accepted,2026-08-28T19:27:22Z,6cad3f51be698d1e6a7a09a24fe42b95f7732fd76fab5f0d69e995718a02b3fd,"School Board of Alachua County, Florida; selected by date and source class before content inspection"
