district,meeting_date,meeting_name,meeting_id,url
Alachua County Public Schools,2020-12-31,Click here to view the 2020 Archived Minutes and Meeting Agendas,C8UHYY4AD8E4,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C8UHYY4AD8E4
Alachua County Public Schools,2021-01-01,"January-August 2021 Legal Ads, Meeting Agendas and Minutes",C8ZS6871133B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C8ZS6871133B
Alachua County Public Schools,2021-08-17,"School Board of Alachua County, Florida",C5CNS8611944,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C5CNS8611944
Alachua County Public Schools,2021-08-26,"School Board of Alachua County, Florida",C66M6N5796B3,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C66M6N5796B3
Alachua County Public Schools,2021-09-07,"School Board of Alachua County, Florida",C5TR786C9321,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C5TR786C9321
Alachua County Public Schools,2021-09-07,School Board Of Alachua County Public Hearing Adoption of the Final Budget and Millage,C6DN5R5D4D73,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C6DN5R5D4D73
Alachua County Public Schools,2021-09-08,School Board Of Alachua County Workshop,C6FP7Y60F07D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C6FP7Y60F07D
Alachua County Public Schools,2021-09-21,"School Board of Alachua County, Florida",C6HNX661A49D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C6HNX661A49D
Alachua County Public Schools,2021-10-05,"School Board of Alachua County, Florida",C73M9P5876EE,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C73M9P5876EE
Alachua County Public Schools,2021-10-06,School Board Of Alachua County Workshop,C7ETKD621B05,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7ETKD621B05
Alachua County Public Schools,2021-10-19,"School Board of Alachua County, Florida",C7ETL4622AE8,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7ETL4622AE8
Alachua County Public Schools,2021-11-02,"School Board of Alachua County, Florida",C7SGBY4306D7,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7SGBY4306D7
Alachua County Public Schools,2021-11-03,School Board Of Alachua County Workshop,C7SGEE432F98,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7SGEE432F98
Alachua County Public Schools,2021-11-10,"School Board of Alachua County, Florida",C8KJ8V4BF27F,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C8KJ8V4BF27F
Alachua County Public Schools,2021-11-16,"School Board of Alachua County, Florida",C7SGD7431AE5,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7SGD7431AE5
Alachua County Public Schools,2021-11-16,"School Board of Alachua County, Florida",C8GG6K42433C,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C8GG6K42433C
Alachua County Public Schools,2021-11-16,"School Board of Alachua County, Florida",C8GGT7454F2E,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C8GGT7454F2E
Alachua County Public Schools,2021-12-07,"School Board of Alachua County, Florida",C7SGEQ434AEA,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7SGEQ434AEA
Alachua County Public Schools,2021-12-08,School Board Of Alachua County Workshop,C7SGFY4357F1,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C7SGFY4357F1
Alachua County Public Schools,2021-12-08,"School Board of Alachua County, Florida",C92KDF50E1C5,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C92KDF50E1C5
Alachua County Public Schools,2022-01-01,LEGAL ADS for 2022,CAEK8U502BB6,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CAEK8U502BB6
Alachua County Public Schools,2022-01-05,School Board Of Alachua County Workshop,C9KJA34C2DB6,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C9KJA34C2DB6
Alachua County Public Schools,2022-01-05,"School Board of Alachua County, Florida",CABTQ37702E8,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CABTQ37702E8
Alachua County Public Schools,2022-01-12,School Board Of Alachua County Workshop-CANCELLED,CA84QW0CB9E8,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CA84QW0CB9E8
Alachua County Public Schools,2022-01-18,"School Board of Alachua County, Florida",C9KJ3B4B0BC6,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=C9KJ3B4B0BC6
Alachua County Public Schools,2022-02-08,"School Board of Alachua County, Florida",CANRZ56E564B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CANRZ56E564B
Alachua County Public Schools,2022-02-09,School Board Of Alachua County Workshop,CANS2W6E73EF,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CANS2W6E73EF
Alachua County Public Schools,2022-02-15,"School Board of Alachua County, Florida",CANS6P6F3456,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CANS6P6F3456
Alachua County Public Schools,2022-03-01,"School Board of Alachua County, Florida",CBEN9H5D9507,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CBEN9H5D9507
Alachua County Public Schools,2022-03-02,School Board Of Alachua County Workshop,CBENAX5DB47C,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CBENAX5DB47C
Alachua County Public Schools,2022-03-15,"School Board of Alachua County, Florida",CBENBP5DD9F2,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CBENBP5DD9F2
Alachua County Public Schools,2022-04-05,"School Board of Alachua County, Florida",CCDQJD683AD1,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CCDQJD683AD1
Alachua County Public Schools,2022-04-12,School Board Of Alachua County Workshop,CCDQKP684C0F,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CCDQKP684C0F
Alachua County Public Schools,2022-04-19,"School Board of Alachua County, Florida",CCDQL8685AFE,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CCDQL8685AFE
Alachua County Public Schools,2022-04-20,"School Board of Alachua County, Florida",CDMKG7511CB4,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CDMKG7511CB4
Alachua County Public Schools,2022-05-03,"School Board of Alachua County, Florida",CDGFLF3FA247,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CDGFLF3FA247
Alachua County Public Schools,2022-05-11,School Board Of Alachua County Workshop,CDGFP43FC5F3,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CDGFP43FC5F3
Alachua County Public Schools,2022-05-17,"School Board of Alachua County, Florida",CDGFMS3FB381,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CDGFMS3FB381
Alachua County Public Schools,2022-06-07,"School Board of Alachua County, Florida",CEAT86684415,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CEAT86684415
Alachua County Public Schools,2022-06-15,School Board Of Alachua County Workshop,CEATCJ68857C,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CEATCJ68857C
Alachua County Public Schools,2022-06-21,"School Board of Alachua County, Florida",CEATAR68598D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CEATAR68598D
Alachua County Public Schools,2022-06-22,School Board Of Alachua County Workshop,CEATD6689319,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CEATD6689319
Alachua County Public Schools,2022-06-29,"School Board of Alachua County, Florida",CFCGXW4600C0,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CFCGXW4600C0
Alachua County Public Schools,2022-07-13,School Board Of Alachua County Workshop,CFCMHP5652CD,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CFCMHP5652CD
Alachua County Public Schools,2022-07-19,"School Board of Alachua County, Florida",CFFSKP6EB29D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CFFSKP6EB29D
Alachua County Public Schools,2022-07-21,"School Board of Alachua County, Florida",CFMJ5M4B1D4D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CFMJ5M4B1D4D
Alachua County Public Schools,2022-08-02,"School Board of Alachua County, Florida",CGHGQ444DC22,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CGHGQ444DC22
Alachua County Public Schools,2022-08-02,"School Board of Alachua County, Florida",CGHGTW456A88,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CGHGTW456A88
Alachua County Public Schools,2022-08-16,"School Board of Alachua County, Florida",CGNPXX66D1BB,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CGNPXX66D1BB
Alachua County Public Schools,2022-09-06,"School Board of Alachua County, Florida",CHBG69423EEB,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CHBG69423EEB
Alachua County Public Schools,2022-09-06,"School Board of Alachua County, Florida",CHBGA442B82D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CHBGA442B82D
Alachua County Public Schools,2022-09-07,School Board Of Alachua County Workshop,CHBG7M424EE5,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CHBG7M424EE5
Alachua County Public Schools,2022-09-12,"School Board of Alachua County, Florida",CJ2KCW50E6FE,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJ2KCW50E6FE
Alachua County Public Schools,2022-09-20,"School Board of Alachua County, Florida",CHBG85425D13,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CHBG85425D13
Alachua County Public Schools,2022-09-22,School Board Of Alachua County,CJ8RT76F7F5F,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJ8RT76F7F5F
Alachua County Public Schools,2022-10-04,"School Board of Alachua County, Florida",CJ3LWJ5706ED,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJ3LWJ5706ED
Alachua County Public Schools,2022-10-12,School Board Of Alachua County Workshop,CJ3MT95AA5D1,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJ3MT95AA5D1
Alachua County Public Schools,2022-10-18,"School Board of Alachua County, Florida",CJJJ2S4B1CEA,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJJJ2S4B1CEA
Alachua County Public Schools,2022-10-27,School Board Of Alachua County,CJJJ484B4CDF,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJJJ484B4CDF
Alachua County Public Schools,2022-11-01,"School Board of Alachua County, Florida",CJNHGH486F84,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJNHGH486F84
Alachua County Public Schools,2022-11-02,School Board Of Alachua County Workshop,CJNHHT487E2B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJNHHT487E2B
Alachua County Public Schools,2022-11-15,"School Board of Alachua County, Florida",CJNHJ9488E9F,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJNHJ9488E9F
Alachua County Public Schools,2022-11-22,"School Board of Alachua County, Florida",CJNHR449191F,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJNHR449191F
Alachua County Public Schools,2022-11-22,"School Board of Alachua County, Florida",CJNHSS498AD4,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CJNHSS498AD4
Alachua County Public Schools,2022-12-06,"School Board of Alachua County, Florida",CKZTYF7999A3,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CKZTYF7999A3
Alachua County Public Schools,2022-12-06,School Board Of Alachua County Workshop,CLLJ7X4BDB1A,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CLLJ7X4BDB1A
Alachua County Public Schools,2022-12-07,School Board Of Alachua County Workshop,CKZTX5797252,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CKZTX5797252
Alachua County Public Schools,2023-01-01,Legal Ads,CM3SEK712D3F,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CM3SEK712D3F
Alachua County Public Schools,2023-01-11,School Board Of Alachua County Workshop,CLWLRD5670C3,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CLWLRD5670C3
Alachua County Public Schools,2023-01-17,"School Board of Alachua County, Florida",CLWLS7568DB2,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CLWLS7568DB2
Alachua County Public Schools,2023-02-07,"School Board of Alachua County, Florida",CMQLV7583CE9,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CMQLV7583CE9
Alachua County Public Schools,2023-02-08,School Board Of Alachua County Workshop,CMQLX7585647,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CMQLX7585647
Alachua County Public Schools,2023-02-21,"School Board of Alachua County, Florida",CMQLYN5876D0,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CMQLYN5876D0
Alachua County Public Schools,2023-03-06,"School Board of Alachua County, Florida",CPCNWY610B41,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CPCNWY610B41
Alachua County Public Schools,2023-03-07,"School Board of Alachua County, Florida",CNNQTH6ADBAA,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CNNQTH6ADBAA
Alachua County Public Schools,2023-03-08,School Board Of Alachua County Workshop,CNNQV66B0428,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CNNQV66B0428
Alachua County Public Schools,2023-03-08,School Board Of Alachua County Workshop,CPCNMC609535,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CPCNMC609535
Alachua County Public Schools,2023-03-21,"School Board of Alachua County, Florida",CNSM5W590240,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CNSM5W590240
Alachua County Public Schools,2023-04-04,"School Board of Alachua County, Florida",CPSRAV6A3888,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CPSRAV6A3888
Alachua County Public Schools,2023-04-05,School Board Of Alachua County Workshop,CPSRD36A59F9,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CPSRD36A59F9
Alachua County Public Schools,2023-04-06,School Board Of Alachua County Workshop,CQBGTV44FC97,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CQBGTV44FC97
Alachua County Public Schools,2023-04-10,"School Board of Alachua County, Florida",CQDJ824AEA60,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CQDJ824AEA60
Alachua County Public Schools,2023-04-11,"School Board of Alachua County, Florida",CQDQAS6867BA,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CQDQAS6867BA
Alachua County Public Schools,2023-04-18,"School Board of Alachua County, Florida",CPSRFL6ACED2,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CPSRFL6ACED2
Alachua County Public Schools,2023-05-01,School Board Of Alachua County Workshop,CRAHT949CD13,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CRAHT949CD13
Alachua County Public Schools,2023-05-02,"School Board of Alachua County, Florida",CQKJU94EA995,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CQKJU94EA995
Alachua County Public Schools,2023-05-03,School Board Of Alachua County Workshop,CQKK6B4EE874,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CQKK6B4EE874
Alachua County Public Schools,2023-05-16,"School Board of Alachua County, Florida",CQKK724F00BD,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CQKK724F00BD
Alachua County Public Schools,2023-05-31,School Board Of Alachua County Workshop,CRXSZV685726,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CRXSZV685726
Alachua County Public Schools,2023-06-01,"School Board of Alachua County, Florida",CRAHQX497E99,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CRAHQX497E99
Alachua County Public Schools,2023-06-06,"School Board of Alachua County, Florida",CRHQAH652C4D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CRHQAH652C4D
Alachua County Public Schools,2023-06-20,"School Board of Alachua County, Florida",CRHQD465412B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CRHQD465412B
Alachua County Public Schools,2023-07-18,"School Board of Alachua County, Florida",CSHJAT4C3C68,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CSHJAT4C3C68
Alachua County Public Schools,2023-07-24,"School Board of Alachua County, Florida",CTLGW8457A30,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CTLGW8457A30
Alachua County Public Schools,2023-08-01,"School Board of Alachua County, Florida",CT2PSC61CAC7,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CT2PSC61CAC7
Alachua County Public Schools,2023-08-01,"School Board of Alachua County, Florida",CTVHWP4A82DA,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CTVHWP4A82DA
Alachua County Public Schools,2023-08-02,School Board Of Alachua County Workshop,CT2PTW61E1AA,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CT2PTW61E1AA
Alachua County Public Schools,2023-08-15,"School Board of Alachua County, Florida",CTPMUS536B03,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CTPMUS536B03
Alachua County Public Schools,2023-08-16,School Board Of Alachua County Workshop,CTTSEW724703,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CTTSEW724703
Alachua County Public Schools,2023-08-29,"School Board of Alachua County, Florida - Rescheduled for September 5, 2023 at 2:30pm",CUPJGA4CB54C,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CUPJGA4CB54C
Alachua County Public Schools,2023-09-05,"School Board of Alachua County, Florida",CU5LYY58E94B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CU5LYY58E94B
Alachua County Public Schools,2023-09-05,"School Board of Alachua County, Florida",CV5P4A614ACD,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CV5P4A614ACD
Alachua County Public Schools,2023-09-11,"School Board of Alachua County, Florida",CUPPFY622FB4,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CUPPFY622FB4
Alachua County Public Schools,2023-09-19,"School Board of Alachua County, Florida",CUPJD64C8614,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CUPJD64C8614
Alachua County Public Schools,2023-09-20,School Board Of Alachua County Workshop,CVEN8E5E767C,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CVEN8E5E767C
Alachua County Public Schools,2023-09-25,"School Board of Alachua County, Florida",CVXH2Z4674BC,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CVXH2Z4674BC
Alachua County Public Schools,2023-10-03,"School Board of Alachua County, Florida",CVEN8Y5E97E4,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CVEN8Y5E97E4
Alachua County Public Schools,2023-10-16,School Board Of Alachua County Workshop,CWAKRV532EA3,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CWAKRV532EA3
Alachua County Public Schools,2023-10-17,"School Board of Alachua County, Florida",CVENBG5EC29D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CVENBG5EC29D
Alachua County Public Schools,2023-11-07,"School Board of Alachua County, Florida",CWJK454EFD39,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CWJK454EFD39
Alachua County Public Schools,2023-11-07,"School Board of Alachua County, Florida",CWJK8Z4FB728,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CWJK8Z4FB728
Alachua County Public Schools,2023-11-07,"School Board of Alachua County, Florida",CWJKDB4FF2B1,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CWJKDB4FF2B1
Alachua County Public Schools,2023-11-08,School Board Of Alachua County Workshop,CW8HA6454EF9,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CW8HA6454EF9
Alachua County Public Schools,2023-11-14,"School Board of Alachua County, Florida",CW8HBD456860,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CW8HBD456860
Alachua County Public Schools,2023-12-05,"School Board of Alachua County, Florida",CX4JQZ4E5E2E,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CX4JQZ4E5E2E
Alachua County Public Schools,2023-12-06,School Board of Alachua County Workshop,CX4JSM4E7E5E,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CX4JSM4E7E5E
Alachua County Public Schools,2024-01-01,Legal Ads,CYBSY26E4118,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CYBSY26E4118
Alachua County Public Schools,2024-01-11,"School Board of Alachua County, Florida",CYNMHW5B6230,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CYNMHW5B6230
Alachua County Public Schools,2024-01-16,"School Board of Alachua County, Florida",CXMK354F95D8,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CXMK354F95D8
Alachua County Public Schools,2024-01-19,"School Board of Alachua County, Florida",CZBMWU5D322A,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CZBMWU5D322A
Alachua County Public Schools,2024-01-22,"School Board of Alachua County, Florida",CZBQAJ685EC7,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CZBQAJ685EC7
Alachua County Public Schools,2024-02-06,"School Board of Alachua County, Florida",CZBRQK6D26E9,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CZBRQK6D26E9
Alachua County Public Schools,2024-02-07,School Board Of Alachua County Workshop,CZBRS86D3A36,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CZBRS86D3A36
Alachua County Public Schools,2024-02-20,"School Board of Alachua County, Florida",CZTLZX590BF4,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CZTLZX590BF4
Alachua County Public Schools,2024-02-28,School Board Of Alachua County Workshop,CZYMC558AED7,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=CZYMC558AED7
Alachua County Public Schools,2024-03-05,"School Board of Alachua County, Florida",D2GJ2Z4B1A67,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D2GJ2Z4B1A67
Alachua County Public Schools,2024-03-19,"School Board of Alachua County, Florida",D2NSW36757F2,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D2NSW36757F2
Alachua County Public Schools,2024-04-02,"School Board of Alachua County, Florida",D34JCS4C819A,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D34JCS4C819A
Alachua County Public Schools,2024-04-10,School Board Of Alachua County Workshop,D34JF34C953D,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D34JF34C953D
Alachua County Public Schools,2024-04-16,"School Board of Alachua County, Florida",D34JFV4CA6C9,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D34JFV4CA6C9
Alachua County Public Schools,2024-04-23,"School Board of Alachua County, Florida",D45SDH719EBD,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D45SDH719EBD
Alachua County Public Schools,2024-04-29,"School Board of Alachua County, Florida",D45MS55C987A,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D45MS55C987A
Alachua County Public Schools,2024-05-07,"School Board of Alachua County, Florida",D3WJ984BB0E5,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D3WJ984BB0E5
Alachua County Public Schools,2024-05-08,School Board Of Alachua County Workshop,D3WJCP4BCE59,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D3WJCP4BCE59
Alachua County Public Schools,2024-05-21,"School Board of Alachua County, Florida",D3WJBG4BC12C,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D3WJBG4BC12C
Alachua County Public Schools,2024-06-04,"School Board of Alachua County, Florida",D4WH7P47153B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D4WH7P47153B
Alachua County Public Schools,2024-06-06,"School Board of Alachua County, Florida",D5XJRN4E69D0,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D5XJRN4E69D0
Alachua County Public Schools,2024-06-11,School Board Of Alachua County Workshop,D54GPD44018B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D54GPD44018B
Alachua County Public Schools,2024-06-18,"School Board of Alachua County, Florida",D4WH8Y47296A,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D4WH8Y47296A
Alachua County Public Schools,2024-06-27,"School Board of Alachua County, Florida",D6LP946379CC,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D6LP946379CC
Alachua County Public Schools,2024-07-16,"School Board of Alachua County, Florida",D5CHL448E1CC,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D5CHL448E1CC
Alachua County Public Schools,2024-07-24,"School Board of Alachua County, Florida",D67FHY3F4615,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D67FHY3F4615
Alachua County Public Schools,2024-08-01,"School Board of Alachua County, Florida",D67FMC3FC51B,https://go.boarddocs.com/fl/alaco/Board.nsf/Download-AgendaDetailed?open&id=D67FMC3FC51B
